COUNTY_,NAME,MUNICIPAL_CODE,STATE,COUNTY,LOCAL,TOTAL
WYOMING           ,TOWN OF WARSAW                ,5638720,"$40,920.50","$3,140.00","$38,993.50","$83,054.00"
WYOMING           ,TOWN OF WETHERSFIELD          ,5639020,"$2,782.00",-$10.00,"$2,540.00","$5,312.00"
WYOMING           ,VILLAGE OF ARCADE             ,5640210,"$30,580.25","$13,654.00","$124,473.75","$168,708.00"
WYOMING           ,VILLAGE OF ATTICA             ,5640270,"$16,970.50","$4,907.50","$57,729.00","$79,607.00"
WYOMING           ,VILLAGE OF PERRY              ,5643850,"$73,499.25","$16,127.50","$169,241.25","$258,868.00"
WYOMING           ,VILLAGE OF SILVER SPRINGS     ,5644610,"$2,402.00",$480.00,"$1,985.00","$4,867.00"
WYOMING           ,VILLAGE OF WARSAW             ,5645150,"$180,253.30","$23,910.00","$173,778.00","$377,941.30"
YATES             ,TOWN OF BARRINGTON            ,5730530,"$9,693.00",$0.00,"$3,030.00","$12,723.00"
YATES             ,TOWN OF BENTON                ,5730640,"$19,978.00","$3,400.00","$7,706.00","$31,084.00"
YATES             ,TOWN OF ITALY                 ,5734220,"$7,964.00",$672.50,"$2,900.00","$11,536.50"
YATES             ,TOWN OF JERUSALEM             ,5734290,"$14,807.00","$4,320.00","$7,966.25","$27,093.25"
YATES             ,TOWN OF MIDDLESEX             ,5735290,"$5,340.50",$980.00,"$1,245.00","$7,565.50"
YATES             ,TOWN OF MILO                  ,5735330,"$21,796.00","$3,450.00","$7,087.00","$32,333.00"
YATES             ,TOWN OF POTTER                ,5736850,"$11,727.00","$4,151.00","$3,447.00","$19,325.00"
YATES             ,TOWN OF STARKEY               ,5738030,"$110,162.00","$1,343.50","$23,350.00","$134,855.50"
YATES             ,TOWN OF TORREY                ,5738310,"$23,040.00",$990.00,"$6,374.00","$30,404.00"
YATES             ,VILLAGE OF PENN YAN           ,5743840,"$76,343.52","$12,222.00","$61,068.00","$149,633.52"
